Tiempo,Velocidad,Latitud,Longitud,T_acumulado_min
2024-10-01 06:23:12,27.9,-0.244936,-78.514201,448.61666666666207
2024-10-01 06:23:15,34.0,-0.244786,-78.514015,448.6666666666621
2024-10-01 06:23:19,42.7,-0.24448,-78.513771,448.73333333332874
2024-10-01 06:23:24,52.2,-0.24394,-78.513485,448.81666666666206
2024-10-01 06:23:29,53.1,-0.243343,-78.513195,448.8999999999954
2024-10-01 06:23:34,36.2,-0.242828,-78.512935,448.9833333333287
2024-10-01 06:23:39,7.4,-0.242601,-78.512818,449.066666666662
2024-10-01 06:23:44,0.0,-0.242601,-78.512818,449.1499999999953
2024-10-01 06:24:23,5.3,-0.242561,-78.512771,449.7999999999953
2024-10-01 06:24:28,21.2,-0.2424,-78.51271,449.8833333333286
2024-10-01 06:24:33,35.0,-0.242135,-78.512588,449.9666666666619
2024-10-01 06:24:38,50.3,-0.241543,-78.512298,450.04999999999524
2024-10-01 06:24:43,45.0,-0.241015,-78.511985,450.13333333332855
2024-10-01 06:24:48,30.3,-0.240636,-78.511688,450.21666666666187
2024-10-01 06:24:53,12.7,-0.240426,-78.511513,450.2999999999952
2024-10-01 06:24:58,0.0,-0.24041,-78.5115,450.3833333333285
2024-10-01 06:25:08,5.7,-0.240378,-78.511481,450.5499999999952
2024-10-01 06:25:13,18.8,-0.240255,-78.511378,450.6333333333285
2024-10-01 06:25:18,33.3,-0.239985,-78.511163,450.7166666666618
2024-10-01 06:25:23,43.3,-0.239621,-78.510831,450.7999999999951
2024-10-01 06:25:28,43.5,-0.239218,-78.510465,450.88333333332844
2024-10-01 06:25:33,48.1,-0.238781,-78.510073,450.96666666666175
2024-10-01 06:25:38,30.9,-0.238421,-78.50974,451.04999999999507
2024-10-01 06:25:43,23.1,-0.238188,-78.50951,451.1333333333284
2024-10-01 06:25:48,10.0,-0.23802,-78.509366,451.2166666666617
2024-10-01 06:25:53,0.0,-0.238008,-78.509353,451.299999999995
2024-10-01 06:25:56,0.0,-0.238008,-78.509353,451.349999999995
2024-10-01 06:25:57,0.0,-0.238008,-78.509353,451.3666666666617
2024-10-01 06:26:02,7.5,-0.237971,-78.509308,451.449999999995
2024-10-01 06:26:07,18.7,-0.237826,-78.509193,451.5333333333283
2024-10-01 06:26:09,17.2,-0.237745,-78.509161,451.56666666666166
2024-10-01 06:26:10,17.0,-0.2377,-78.50916,451.5833333333283
